6.47995,3.65804,2942.53,603.484
19.6927,3.79905,2524.35,624.537
33.2489,3.85577,3164.14,679.243
46.9687,3.89311,3146.36,694.1
60.8021,3.92113,3120.89,695.047
74.7232,3.94361,3181.41,702.043
88.7161,3.96241,3030.1,700.591
102.77,3.97858,3166.8,702.212
116.876,3.99278,1397.87,253.219
131.029,4.00545,3272.6,690.257
145.224,4.01688,3228.49,712.563
157.13,2.68393,2497.86,796.299
166.734,2.68837,2664.44,810.054
176.354,2.69257,2516.03,744.76
185.987,2.69657,2724.01,761.06
195.634,2.70038,3011.94,830.02
205.294,2.70401,2562.38,692.98
214.967,2.7075,2857.62,749.568
224.651,2.71084,3758.9,939.722
234.346,2.71405,4253.55,1195.87
244.052,2.71714,5506.26,1719.67
253.768,2.72012,3010.54,1435.62
263.495,2.723,927.672,997.006
273.231,2.72579,1398.6,1224.6
282.976,2.72848,1285.73,1344.93
292.731,2.73109,809.495,746.572
302.494,2.73363,1658.74,1219.68
312.266,2.73609,1590.39,1664.52
322.046,2.73849,1333.83,1234.79
331.834,2.74082,1867.2,2067.84
341.63,2.74309,2252.35,2182.3
351.433,2.7453,2261.22,2269.15
