6.47995,3.65804,2947.28,602.057
19.6927,3.79905,2531.22,628.24
33.2489,3.85577,3172.22,680.721
46.9687,3.89311,3154.91,694.311
60.8021,3.92113,3133.35,696.25
74.7232,3.94361,3193.35,704.096
88.7161,3.96241,3043.32,703.542
102.77,3.97858,3183.59,702.986
116.876,3.99278,2221.99,661.161
131.029,4.00545,3298.18,690.02
145.224,4.01688,3257.49,708.721
157.13,2.68393,2521.5,789.651
166.734,2.68837,2694.46,799.152
176.354,2.69257,2528.62,732.242
185.987,2.69657,2772.98,768.877
195.634,2.70038,3075.71,836.845
205.294,2.70401,2629.9,696.502
214.967,2.7075,2961.16,760.4
224.651,2.71084,3992.9,1003.84
234.346,2.71405,4804.57,1390.69
244.052,2.71714,4882.84,1841.5
253.768,2.72012,2577.82,1338.08
263.495,2.723,906.785,967.219
273.231,2.72579,1487.26,1265.64
282.976,2.72848,1492.28,1504.96
292.731,2.73109,872.865,888.223
302.494,2.73363,1752.37,1538.94
312.266,2.73609,1497.92,1607.93
322.046,2.73849,1166.97,1054.44
331.834,2.74082,1770.97,2009.51
341.63,2.74309,2199.31,2110.51
351.433,2.7453,2259.85,2208.24
