900,00	74,04
899,00	76,62
898,00	76,09
897,00	76,83
896,00	76,02
895,00	77,43
894,00	76,62
893,00	75,58
892,00	75,96
891,00	75,03
890,00	76,53
889,00	76,63
888,00	76,82
887,00	74,43
886,00	76,00
885,00	75,99
884,00	76,13
883,00	75,95
882,00	76,39
881,00	76,08
880,00	75,93
879,00	75,52
878,00	75,37
877,00	75,42
876,00	75,68
875,00	75,69
874,00	75,60
873,00	75,86
872,00	76,26
871,00	75,80
870,00	75,63
869,00	76,17
868,00	75,81
867,00	76,00
866,00	75,72
865,00	75,50
864,00	75,70
863,00	75,69
862,00	75,77
861,00	75,61
860,00	75,71
859,00	75,63
858,00	75,72
857,00	75,63
856,00	75,80
855,00	75,73
854,00	75,76
853,00	75,69
852,00	75,61
851,00	75,73
850,00	75,73
849,00	75,82
848,00	75,83
847,00	75,94
846,00	75,85
845,00	75,89
844,00	75,78
843,00	75,91
842,00	75,72
841,00	75,68
840,00	75,75
839,00	75,84
838,00	75,84
837,00	75,68
836,00	75,77
835,00	75,72
834,00	75,70
833,00	75,68
832,00	75,77
831,00	75,79
830,00	75,73
829,00	75,77
828,00	75,87
827,00	75,81
826,00	75,79
825,00	75,71
824,00	75,78
823,00	75,88
822,00	75,78
821,00	75,75
820,00	75,71
819,00	75,78
818,00	75,88
817,00	75,76
816,00	75,79
815,00	75,95
814,00	75,78
813,00	75,69
812,00	75,74
811,00	75,74
810,00	75,69
809,00	75,76
808,00	75,83
807,00	75,74
806,00	75,70
805,00	75,67
804,00	75,69
803,00	75,80
802,00	75,71
801,00	75,79
800,00	75,74
799,00	75,64
798,00	75,72
797,00	75,70
796,00	75,82
795,00	75,68
794,00	75,66
793,00	75,70
792,00	75,60
791,00	75,65
790,00	75,69
789,00	75,64
788,00	75,71
787,00	75,69
786,00	75,75
785,00	75,67
784,00	75,70
783,00	75,77
782,00	75,63
781,00	75,67
780,00	75,65
779,00	75,72
778,00	75,74
777,00	75,68
776,00	75,74
775,00	75,69
774,00	75,67
773,00	75,70
772,00	75,65
771,00	75,65
770,00	75,66
769,00	75,68
768,00	75,62
767,00	75,68
766,00	75,66
765,00	75,68
764,00	75,58
763,00	75,71
762,00	75,72
761,00	75,66
760,00	75,68
759,00	75,70
758,00	75,71
757,00	75,66
756,00	75,64
755,00	75,74
754,00	75,71
753,00	75,68
752,00	75,56
751,00	75,66
750,00	75,64
749,00	75,61
748,00	75,56
747,00	75,53
746,00	75,52
745,00	75,40
744,00	75,49
743,00	75,43
742,00	75,60
741,00	75,57
740,00	75,66
739,00	75,73
738,00	75,74
737,00	75,60
736,00	75,58
735,00	75,63
734,00	75,60
733,00	75,65
732,00	75,66
731,00	75,60
730,00	75,51
729,00	75,62
728,00	75,55
727,00	75,56
726,00	75,56
725,00	75,51
724,00	75,57
723,00	75,58
722,00	75,51
721,00	75,56
720,00	75,64
719,00	75,59
718,00	75,57
717,00	75,51
716,00	75,54
715,00	75,50
714,00	75,47
713,00	75,42
712,00	75,54
711,00	75,51
710,00	75,47
709,00	75,56
708,00	75,51
707,00	75,46
706,00	75,38
705,00	75,45
704,00	75,50
703,00	75,48
702,00	75,55
701,00	75,52
700,00	75,50
699,00	75,53
698,00	75,53
697,00	75,52
696,00	75,55
695,00	75,48
694,00	75,46
693,00	75,48
692,00	75,49
691,00	75,41
690,00	75,41
689,00	75,49
688,00	75,52
687,00	75,49
686,00	75,54
685,00	75,45
684,00	75,48
683,00	75,48
682,00	75,54
681,00	75,42
680,00	75,41
679,00	75,48
678,00	75,48
677,00	75,50
676,00	75,48
675,00	75,40
674,00	75,40
673,00	75,46
672,00	75,43
671,00	75,40
670,00	75,36
669,00	75,46
668,00	75,44
667,00	75,42
666,00	75,47
665,00	75,41
664,00	75,35
663,00	75,37
662,00	75,33
661,00	75,30
660,00	75,29
659,00	75,35
658,00	75,30
657,00	75,33
656,00	75,31
655,00	75,22
654,00	75,30
653,00	75,30
652,00	75,35
651,00	75,27
650,00	75,29
649,00	75,35
648,00	75,30
647,00	75,22
646,00	75,29
645,00	75,30
644,00	75,37
643,00	75,33
642,00	75,33
641,00	75,23
640,00	75,24
639,00	75,30
638,00	75,28
637,00	75,24
636,00	75,30
635,00	75,27
634,00	75,27
633,00	75,27
632,00	75,16
631,00	75,19
630,00	75,24
629,00	75,29
628,00	75,27
627,00	75,26
626,00	75,18
625,00	75,15
624,00	75,13
623,00	75,21
622,00	75,08
621,00	75,02
620,00	75,05
619,00	75,14
618,00	75,14
617,00	75,07
616,00	75,10
615,00	75,10
614,00	75,12
613,00	75,18
612,00	75,21
611,00	75,08
610,00	75,08
609,00	75,14
608,00	75,12
607,00	75,09
606,00	75,09
605,00	75,04
604,00	75,05
603,00	75,02
602,00	75,07
601,00	75,04
600,00	75,01
599,00	75,05
598,00	75,08
597,00	75,08
596,00	75,02
595,00	75,02
594,00	75,02
593,00	75,00
592,00	74,96
591,00	74,87
590,00	74,86
589,00	74,95
588,00	74,95
587,00	74,86
586,00	74,79
585,00	74,84
584,00	74,82
583,00	74,84
582,00	74,88
581,00	74,83
580,00	74,79
579,00	74,94
578,00	74,91
577,00	74,82
576,00	74,82
575,00	74,75
574,00	74,76
573,00	74,85
572,00	74,83
571,00	74,75
570,00	74,70
569,00	74,66
568,00	74,58
567,00	74,66
566,00	74,63
565,00	74,52
564,00	74,57
563,00	74,63
562,00	74,61
561,00	74,56
560,00	74,56
559,00	74,66
558,00	74,55
557,00	74,58
556,00	74,56
555,00	74,62
554,00	74,68
553,00	74,62
552,00	74,56
551,00	74,61
550,00	74,47
549,00	74,60
548,00	74,54
547,00	74,49
546,00	74,59
545,00	74,49
544,00	74,55
543,00	74,65
542,00	74,67
541,00	74,47
540,00	74,51
539,00	74,55
538,00	74,47
537,00	74,24
536,00	74,30
535,00	74,26
534,00	74,25
533,00	74,37
532,00	74,46
531,00	74,35
530,00	74,36
529,00	74,38
528,00	74,27
527,00	74,18
526,00	74,12
525,00	74,13
524,00	74,24
523,00	74,43
522,00	74,35
521,00	74,18
520,00	74,10
519,00	74,09
518,00	74,03
517,00	74,02
516,00	74,13
515,00	74,06
514,00	74,12
513,00	74,18
512,00	74,16
511,00	73,99
510,00	73,97
509,00	74,04
508,00	74,01
507,00	73,93
506,00	73,99
505,00	73,90
504,00	73,89
503,00	73,83
502,00	73,84
501,00	73,73
500,00	73,72
499,00	73,79
498,00	73,64
497,00	73,49
496,00	73,76
495,00	73,71
494,00	73,71
493,00	73,77
492,00	73,75
491,00	73,59
490,00	73,68
489,00	73,59
488,00	73,53
487,00	73,48
486,00	73,52
485,00	73,47
484,00	73,48
483,00	73,54
482,00	73,45
481,00	73,29
480,00	73,35
479,00	73,45
478,00	73,47
477,00	73,31
476,00	73,32
475,00	73,18
474,00	73,31
473,00	73,29
472,00	73,25
471,00	73,14
470,00	73,15
469,00	73,20
468,00	73,19
467,00	73,04
466,00	73,09
465,00	73,07
464,00	73,01
463,00	73,09
462,00	72,99
461,00	72,90
460,00	72,85
459,00	72,94
458,00	72,91
457,00	72,78
456,00	72,96
455,00	72,88
454,00	72,81
453,00	72,79
452,00	72,80
451,00	72,67
450,00	72,65
449,00	72,66
448,00	72,57
447,00	72,52
446,00	72,53
445,00	72,48
444,00	72,40
443,00	72,53
442,00	72,50
441,00	72,41
440,00	72,33
439,00	72,33
438,00	72,21
437,00	72,20
436,00	72,22
435,00	72,09
434,00	72,07
433,00	72,16
432,00	72,17
431,00	71,99
430,00	71,97
429,00	72,09
428,00	72,00
427,00	71,93
426,00	71,88
425,00	71,85
424,00	71,87
423,00	71,78
422,00	71,77
421,00	71,66
420,00	71,60
419,00	71,61
418,00	71,57
417,00	71,57
416,00	71,63
415,00	71,57
414,00	71,47
413,00	71,35
412,00	71,37
411,00	71,25
410,00	71,17
409,00	71,22
408,00	71,16
407,00	71,06
406,00	71,13
405,00	70,99
404,00	70,97
403,00	71,04
402,00	71,02
401,00	70,81
400,00	70,76
399,00	70,94
398,00	70,88
397,00	70,77
396,00	70,71
395,00	70,63
394,00	70,53
393,00	70,56
392,00	70,36
391,00	69,80
390,00	68,76
389,00	69,56
388,00	69,44
387,00	69,34
386,00	69,41
385,00	69,27
384,00	69,22
383,00	69,20
382,00	69,26
381,00	69,20
380,00	69,06
379,00	69,12
378,00	68,96
377,00	68,81
376,00	68,85
375,00	68,63
374,00	68,52
373,00	68,45
372,00	68,40
371,00	68,18
370,00	68,06
369,00	67,92
368,00	67,86
367,00	67,74
366,00	67,71
365,00	67,44
364,00	67,36
