6.47995,3.65804,2938.27,601.674
19.6927,3.79905,2522.01,623.152
33.2489,3.85577,3159.3,673.45
46.9687,3.89311,3141.33,697.72
60.8021,3.92113,3115.14,690.374
74.7232,3.94361,3173.62,698.928
88.7161,3.96241,3022.65,695.262
102.77,3.97858,3159.89,700.148
116.876,3.99278,1452.93,275.889
131.029,4.00545,3260.23,690.043
145.224,4.01688,3216.99,710.608
157.13,2.68393,2488.04,796.885
166.734,2.68837,2651.14,808.039
176.354,2.69257,2502.07,745.354
185.987,2.69657,2708.9,759.23
195.634,2.70038,2990.03,823.768
205.294,2.70401,2540.6,699.601
214.967,2.7075,2818.8,752.984
224.651,2.71084,3680.82,920.702
234.346,2.71405,4068.3,1113.03
244.052,2.71714,5648.55,1658.88
253.768,2.72012,3210.3,1503.35
263.495,2.723,941.771,1040.49
273.231,2.72579,1434.79,1325.31
282.976,2.72848,1428.55,1409.11
292.731,2.73109,908.324,967.411
302.494,2.73363,1809.16,1796.3
312.266,2.73609,1535.25,1522.34
322.046,2.73849,1261.28,1402.64
331.834,2.74082,1753.3,1933.22
341.63,2.74309,1942.12,1907.75
351.433,2.7453,2312.74,2288.42
