Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,100000
Base Time Seconds,1765318121
Base Time Fractional,.932034940
Base Time,12/09/2025 22:08:41.932034940
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
57,0.0001197325036628,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999771118164,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.150486440
58,0.0001196432203869,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,42.0000152587891,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.233190080
59,0.0001197090459755,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998855590820,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.315892880
60,0.0001197150340886,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999465942383,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.398594260
61,0.0001196183802676,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999504089355,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.481295260
62,0.0001196775992867,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999732971191,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.563998380
63,0.0001196953744511,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999656677246,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.646701960
64,0.0001195298609673,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999961853027,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.729392400
65,0.0001196418525069,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999847412109,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.812087560
66,0.0001196909943246,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999275207520,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.894772220
67,0.0001197369856527,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998931884766,Volt DC,100,T,2W,F,F,12/10/2025,00:26:40,.977473220
68,0.0001196560988319,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998893737793,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.060180420
69,0.0001197150486405,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998664855957,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.142873200
70,0.000119747230201,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999122619629,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.225571920
71,0.0001196283847094,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999198913574,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.308261240
72,0.0001196561424877,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,42.0000038146973,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.391011720
73,0.000119612828712,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999008178711,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.473718940
74,0.0001196751836687,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999237060547,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.556432440
75,0.0001197510355269,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999732971191,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.639153300
76,0.0001195859804284,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,42.0000076293945,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.721875540
77,0.0001197798119392,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999465942383,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.804600340
78,0.0001196837401949,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999275207520,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.887330140
79,0.0001196337543661,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999809265137,Volt DC,100,T,2W,F,F,12/10/2025,00:26:41,.970036840
80,0.0001198133031721,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999809265137,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.052733040
81,0.0001196035955218,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999656677246,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.135761900
82,0.0001196274606627,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999427795410,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.218486000
83,0.0001197109813802,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999809265137,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.301192240
84,0.0001196577504743,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999656677246,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.383904700
85,0.0001198932441184,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999809265137,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.466636720
86,0.0001195964869112,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999275207520,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.549359260
87,0.0001197478850372,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999389648438,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.632075480
88,0.0001200566330226,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999275207520,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.714788260
89,0.0001196194280055,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999427795410,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.797491660
90,0.000119567164802,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999389648438,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.880196980
91,0.0001196079756483,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999961853027,Volt DC,100,T,2W,F,F,12/10/2025,00:26:42,.962870440
92,0.0001195907389047,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999198913574,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.045569240
93,0.0001196718367282,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999313354492,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.128297380
94,0.0001197788078571,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999427795410,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.211016120
95,0.0001196676021209,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999885559082,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.293730000
96,0.0001198633690365,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998970031738,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.376450280
97,0.0001198616591864,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998779296875,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.459154160
98,0.0001197052479256,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999885559082,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.541861640
99,0.0001197435194626,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999885559082,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.624556400
100,0.0001197590536322,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999504089355,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.707229960
101,0.0001195540389745,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999694824219,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.789937400
102,0.0001198024401674,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999656677246,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.872632660
103,0.0001197072269861,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999160766602,Volt DC,100,T,2W,F,F,12/10/2025,00:26:43,.955341200
104,0.000119451629871,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998703002930,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.038051380
105,0.0001196773228003,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999008178711,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.120736480
106,0.0001197719830088,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999465942383,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.203428080
107,0.0001197410310851,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999656677246,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.286491980
108,0.0001198296886287,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999351501465,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.369499700
109,0.0001197180317831,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998359680176,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.452295200
110,0.0001196921148221,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998550415039,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.534981820
111,0.0001197325182147,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999313354492,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.617665960
112,0.0001195079821628,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999160766602,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.700358960
113,0.0001198461759486,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999198913574,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.783059440
114,0.0001197783494717,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999008178711,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.865738160
115,0.0001196580997203,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998359680176,Volt DC,100,T,2W,F,F,12/10/2025,00:26:44,.948467640
116,0.0001196640223498,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999198913574,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.031162340
117,0.0001197035162477,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999961853027,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.113871260
118,0.0001197781966766,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998512268066,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.196585200
119,0.0001197231613332,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999694824219,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.279289220
120,0.000119623633509,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999122619629,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.362001940
121,0.0001196772282128,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999961853027,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.444703560
122,0.0001197145465994,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999122619629,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.527395440
123,0.0001197410456371,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999160766602,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.610098900
124,0.0001197542223963,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998893737793,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.692837580
125,0.0001198177342303,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998703002930,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.775594400
126,0.0001197245364892,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998855590820,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.858307560
127,0.0001199257094413,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999198913574,Volt DC,100,T,2W,F,F,12/10/2025,00:26:45,.941020200
128,0.0001196479133796,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999008178711,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.023722360
129,0.0001197090386995,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999237060547,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.106395940
130,0.0001196806406369,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999313354492,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.189083740
131,0.0001197506790049,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998893737793,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.271816160
132,0.0001197154197143,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998931884766,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.354538820
133,0.0001195087097585,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999198913574,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.437255480
134,0.0001197902602144,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998397827148,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.519962820
135,0.0001199108519359,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998474121094,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.602697780
136,0.0001198023746838,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999008178711,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.686515620
137,0.0001199956095661,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999198913574,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.769677460
138,0.0001198246391141,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999046325684,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.852392160
139,0.0001197804449475,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999046325684,Volt DC,100,T,2W,F,F,12/10/2025,00:26:46,.935136820
140,0.0001198310783366,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999008178711,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.017806600
141,0.0001196247103508,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999847412109,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.100482880
142,0.0001197826350108,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998931884766,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.183187180
143,0.0001198139434564,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999389648438,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.265883260
144,0.0001196907396661,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999351501465,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.348590920
145,0.000119905853353,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998893737793,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.431303360
146,0.0001195987715619,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999847412109,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.513992320
147,0.0001197123128804,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998970031738,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.596676040
148,0.0001199356483994,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999427795410,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.679380320
149,0.0001196858356707,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999618530273,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.762086920
150,0.0001198887839564,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998741149902,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.844806060
151,0.0001196562807309,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998970031738,Volt DC,100,T,2W,F,F,12/10/2025,00:26:47,.927493140
152,0.000119675816677,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9998779296875,Volt DC,100,T,2W,F,F,12/10/2025,00:26:48,.010206340
153,0.0001197039164254,Amp DC,.001,5.5,F,F,F,F,F,F,Front,F,Main,41.9999275207520,Volt DC,100,T,2W,F,F,12/10/2025,00:26:48,.092906080
