6.47995,3.65804,2942.71,596.046
19.6927,3.79905,2527.86,624.212
33.2489,3.85577,3169.32,673.84
46.9687,3.89311,3151.15,690.358
60.8021,3.92113,3130.13,702.676
74.7232,3.94361,3186.58,696.263
88.7161,3.96241,3039.27,701.417
102.77,3.97858,3177.36,700.093
116.876,3.99278,2577.4,928.484
131.029,4.00545,3286.65,685.728
145.224,4.01688,3243.17,709.224
157.13,2.68393,2511.22,787.47
166.734,2.68837,2683.45,812.272
176.354,2.69257,2512.36,735.72
185.987,2.69657,2752.91,763.376
195.634,2.70038,3048.48,834.999
205.294,2.70401,2601.41,695.419
214.967,2.7075,2917.19,759.433
224.651,2.71084,3886.38,971.713
234.346,2.71405,4562.75,1317.4
244.052,2.71714,5174.4,1805.2
253.768,2.72012,2766.22,1366.47
263.495,2.723,920.173,1024.64
273.231,2.72579,1390.41,1230.64
282.976,2.72848,1465.46,1563.63
292.731,2.73109,900.463,943.232
302.494,2.73363,1714.96,1380.14
312.266,2.73609,1352.93,1318.73
322.046,2.73849,1183.41,1077.35
331.834,2.74082,1835.83,2111.65
341.63,2.74309,2206.69,2226.56
351.433,2.7453,2234.27,2203.47
