6.47995,3.65804,2935.87,605.149
19.6927,3.79905,2517.83,626.371
33.2489,3.85577,3156.54,673.765
46.9687,3.89311,3135.09,688.423
60.8021,3.92113,3110.92,691.553
74.7232,3.94361,3171.07,705.041
88.7161,3.96241,3019.35,702.755
102.77,3.97858,3152.17,698.089
116.876,3.99278,1464.94,286.315
131.029,4.00545,3252.29,687.546
145.224,4.01688,3204.67,713.401
157.13,2.68393,2473.82,787.786
166.734,2.68837,2636.43,808.948
176.354,2.69257,2484.81,741.173
185.987,2.69657,2688,757.487
195.634,2.70038,2960.32,815.645
205.294,2.70401,2511.3,686.524
214.967,2.7075,2779.57,740.721
224.651,2.71084,3599.94,893.889
234.346,2.71405,3892.09,1028.68
244.052,2.71714,5692.48,1597.31
253.768,2.72012,3441.42,1581.88
263.495,2.723,1029.34,1059.82
273.231,2.72579,1451.81,1293.96
282.976,2.72848,1449.28,1503
292.731,2.73109,909.119,988.447
302.494,2.73363,1731.14,1561.08
312.266,2.73609,1336.57,1207.16
322.046,2.73849,1341.35,1357.03
331.834,2.74082,1696.39,1924.75
341.63,2.74309,2185.82,2193.33
351.433,2.7453,2438.49,2624.65
