6.4648,3.65749,1.96592,0.201822
19.6475,3.7988,1.99986,0.203528
33.1741,3.85553,2.03775,0.207342
46.8643,3.89287,2.07791,0.207767
60.668,3.92089,2.12092,0.213627
74.5595,3.94337,2.16881,0.213186
88.5227,3.96217,2.22205,0.215247
102.547,3.97834,2.27901,0.218893
116.623,3.99254,2.34337,0.221278
130.747,4.00521,2.41431,0.230051
144.912,4.01664,2.49414,0.235273
156.788,2.68377,2.57726,0.238991
166.363,2.6882,2.64299,0.247456
175.953,2.6924,2.71826,0.251388
185.557,2.69639,2.79901,0.264475
195.175,2.7002,2.89076,0.278987
204.805,2.70383,2.99596,0.292664
214.448,2.70731,3.11377,0.313369
224.103,2.71065,3.25011,0.339509
233.768,2.71386,3.41478,0.358097
243.445,2.71695,3.61339,0.399957
253.132,2.71993,3.85938,0.442026
262.828,2.72281,4.17905,0.50582
272.535,2.72559,4.62698,0.58517
282.251,2.72828,5.30733,0.771766
291.976,2.73089,6.62294,1.36364
301.71,2.73343,9.64209,2.58007
311.452,2.73589,8.51854,3.43288
321.202,2.73828,5.40468,2.92401
330.961,2.74061,5.45715,2.96173
340.727,2.74288,6.73929,3.44048
350.501,2.74509,8.40823,1.54289
